start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	151	1. HANE	AB1	INSTRUMENTAL		1-HANE
152	200	TESLİM	A1	INSTRUMENTAL		TESLIM
201	347	2. HANE	AB2	INSTRUMENTAL		2-HANE
348	394	TESLİM	A2	INSTRUMENTAL		TESLIM
395	521	3. HANE	B1	INSTRUMENTAL		3-HANE
522	570	TESLİM	A3	INSTRUMENTAL		TESLIM
571	704	4. HANE	AB3	INSTRUMENTAL		4-HANE
705	750	TESLİM	A4	INSTRUMENTAL		TESLIM
