start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	135	1. HANE	A1	INSTRUMENTAL		1-HANE
136	265	TESLİM	A2	INSTRUMENTAL		TESLIM
266	395	TESLİM	A2	INSTRUMENTAL		TESLIM
