start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	70	1. HANE	AB1	INSTRUMENTAL		1-HANE
71	151	TESLİM	C1	INSTRUMENTAL		TESLIM
152	213	2. HANE	A1	INSTRUMENTAL		2-HANE
214	291	TESLİM	C2	INSTRUMENTAL		TESLIM
292	346	3. HANE	B1	INSTRUMENTAL		3-HANE
347	426	TESLİM	C3	INSTRUMENTAL		TESLIM
427	495	4. HANE	A2	INSTRUMENTAL		4-HANE
496	570	TESLİM	C4	INSTRUMENTAL		TESLIM
