start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	183	1. HANE	AB1	INSTRUMENTAL		1-HANE
184	247	TESLİM	C1	INSTRUMENTAL		TESLIM
248	409	2. HANE	A1	INSTRUMENTAL		2-HANE
410	475	TESLİM	C2	INSTRUMENTAL		TESLIM
476	641	3. HANE	D1	INSTRUMENTAL		3-HANE
642	710	TESLİM	C3	INSTRUMENTAL		TESLIM
711	875	4. HANE	B1	INSTRUMENTAL		4-HANE
876	938	TESLİM	C4	INSTRUMENTAL		TESLIM
