start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	99	ARANAĞME	A1	INSTRUMENTAL		ARANAGME
100	193	ARANAĞME	A2	INSTRUMENTAL		ARANAGME
194	262	VOCAL_SECTION	B1	B1	Ahter_i düşkün garîb_i âşık_ı âvâreyim  	VOCAL_SECTION
263	351	VOCAL_SECTION	C1	C1	Gün gibi deryâyı aşkında gezer bîçâreyim  	VOCAL_SECTION
352	430	VOCAL_SECTION	D1	D1	Sana kul oldum kapında gayrı kande varayım  	VOCAL_SECTION
431	513	VOCAL_SECTION	C2	C1	Gün gibi deryâyı aşkında gezer bîçâreyim  	VOCAL_SECTION
