start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	98	1. HANE	A1	INSTRUMENTAL		1-HANE
99	209	TESLİM	A2	INSTRUMENTAL		TESLIM
210	315	2. HANE	A3	INSTRUMENTAL		2-HANE
316	426	TESLİM	A2	INSTRUMENTAL		TESLIM
427	590	3. HANE	A4	INSTRUMENTAL		3-HANE
591	701	TESLİM	A2	INSTRUMENTAL		TESLIM
