start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	134	1. HANE	A1	INSTRUMENTAL		1-HANE
135	184	TESLİM	A2	INSTRUMENTAL		TESLIM
185	304	2. HANE	A3	INSTRUMENTAL		2-HANE
305	354	TESLİM	A4	INSTRUMENTAL		TESLIM
355	480	3. HANE	A5	INSTRUMENTAL		3-HANE
481	530	TESLİM	A6	INSTRUMENTAL		TESLIM
531	657	4. HANE	A7	INSTRUMENTAL		4-HANE
658	705	TESLİM	A8	INSTRUMENTAL		TESLIM
