start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	51	1. HANE	A1	INSTRUMENTAL		1-HANE
52	104	TESLİM	A2	INSTRUMENTAL		TESLIM
105	151	2. HANE	A3	INSTRUMENTAL		2-HANE
152	204	TESLİM	A2	INSTRUMENTAL		TESLIM
205	252	3. HANE	A4	INSTRUMENTAL		3-HANE
253	306	TESLİM	A2	INSTRUMENTAL		TESLIM
307	497	4. HANE	A5	INSTRUMENTAL		4-HANE
498	550	TESLİM	A2	INSTRUMENTAL		TESLIM
