start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	56	1. HANE	AB1	INSTRUMENTAL		1-HANE
57	112	TESLİM	AC1	INSTRUMENTAL		TESLIM
113	166	2. HANE	CD1	INSTRUMENTAL		2-HANE
167	222	TESLİM	AC1	INSTRUMENTAL		TESLIM
223	278	3. HANE	ABCD1	INSTRUMENTAL		3-HANE
279	334	TESLİM	AC2	INSTRUMENTAL		TESLIM
335	370	4. HANE	BD1	INSTRUMENTAL		4-HANE
371	428	TESLİM	AC3	INSTRUMENTAL		TESLIM
