start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	102	1. HANE	AB1	INSTRUMENTAL		1-HANE
103	155	TESLİM	AC1	INSTRUMENTAL		TESLIM
156	259	2. HANE	ABC1	INSTRUMENTAL		2-HANE
260	312	TESLİM	C1	INSTRUMENTAL		TESLIM
313	418	3. HANE	B1	INSTRUMENTAL		3-HANE
419	471	TESLİM	AC1	INSTRUMENTAL		TESLIM
472	575	4. HANE	ABC2	INSTRUMENTAL		4-HANE
576	628	TESLİM	AC1	INSTRUMENTAL		TESLIM
