start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	92	1. HANE	AB1	INSTRUMENTAL		1-HANE
93	186	TESLİM	A1	INSTRUMENTAL		TESLIM
187	273	2. HANE	B1	INSTRUMENTAL		2-HANE
274	367	TESLİM	A1	INSTRUMENTAL		TESLIM
