start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	200	1. HANE	A1	INSTRUMENTAL		1-HANE
201	291	TESLİM	AB1	INSTRUMENTAL		TESLIM
292	461	2. HANE	B1	INSTRUMENTAL		2-HANE
462	552	TESLİM	AB1	INSTRUMENTAL		TESLIM
