start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	154	1. HANE	A1	INSTRUMENTAL		1-HANE
155	239	TESLİM	A2	INSTRUMENTAL		TESLIM
240	385	2. HANE	A3	INSTRUMENTAL		2-HANE
386	467	TESLİM	A4	INSTRUMENTAL		TESLIM
468	615	3. HANE	A5	INSTRUMENTAL		3-HANE
616	697	TESLİM	A6	INSTRUMENTAL		TESLIM
698	837	4. HANE	A7	INSTRUMENTAL		4-HANE
838	922	TESLİM	A2	INSTRUMENTAL		TESLIM
