start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	82	1. HANE	AB1	INSTRUMENTAL		1-HANE
83	174	TESLİM	A1	INSTRUMENTAL		TESLIM
175	247	2. HANE	AB2	INSTRUMENTAL		2-HANE
248	339	TESLİM	A1	INSTRUMENTAL		TESLIM
340	413	3. HANE	B1	INSTRUMENTAL		3-HANE
414	506	TESLİM	A1	INSTRUMENTAL		TESLIM
507	741	4. HANE	C1	INSTRUMENTAL		4-HANE
742	833	TESLİM	A1	INSTRUMENTAL		TESLIM
