start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	132	1. HANE	A1	INSTRUMENTAL		1-HANE
133	224	TESLİM	B1	INSTRUMENTAL		TESLIM
225	374	2. HANE	C1	INSTRUMENTAL		2-HANE
375	471	TESLİM	D1	INSTRUMENTAL		TESLIM
472	568	3. HANE	E1	INSTRUMENTAL		3-HANE
569	666	TESLİM	F1	INSTRUMENTAL		TESLIM
667	780	4. HANE	G1	INSTRUMENTAL		4-HANE
781	877	TESLİM	D1	INSTRUMENTAL		TESLIM
