start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	89	1. HANE	A1	INSTRUMENTAL		1-HANE
90	188	TESLİM	A2	INSTRUMENTAL		TESLIM
189	283	2. HANE	A3	INSTRUMENTAL		2-HANE
284	381	TESLİM	A4	INSTRUMENTAL		TESLIM
382	481	3. HANE	A5	INSTRUMENTAL		3-HANE
482	579	TESLİM	A6	INSTRUMENTAL		TESLIM
580	668	4. HANE	A7	INSTRUMENTAL		4-HANE
669	765	TESLİM	A8	INSTRUMENTAL		TESLIM
