start_note	end_note	name	melodic_structure	lyric_structure	lyrics	slug
2	118	1. HANE	A1	INSTRUMENTAL		1-HANE
119	185	TESLİM	A2	INSTRUMENTAL		TESLIM
186	308	2. HANE	A3	INSTRUMENTAL		2-HANE
309	375	TESLİM	A2	INSTRUMENTAL		TESLIM
376	502	3. HANE	A4	INSTRUMENTAL		3-HANE
503	569	TESLİM	A2	INSTRUMENTAL		TESLIM
